START TRANSACTION;
auto commit mode: off
select
	p_brand,
	p_type,
	p_size,
	count(distinct ps_suppkey) as supplier_cnt
from
	partsupp,
	part
where
	p_partkey = ps_partkey
	and p_brand <> 'Brand#31'
	and p_type not like 'LARGE POLISHED%'
	and p_size in (43, 33, 46, 18, 9, 32, 29, 48)
	and ps_suppkey not in (
		select
			s_suppkey
		from
			supplier
		where
			s_comment like '%Customer%Complaints%'
	)
group by
	p_brand,
	p_type,
	p_size
order by
	supplier_cnt desc,
	p_brand,
	p_type,
	p_size;
+------------+---------------------------+--------+--------------+
| p_brand    | p_type                    | p_size | supplier_cnt |
| Brand#54   | MEDIUM PLATED COPPER      |     29 |          411 |
| Brand#54   | PROMO ANODIZED COPPER     |     46 |          411 |
| Brand#54   | SMALL ANODIZED NICKEL     |     18 |          411 |
| Brand#54   | STANDARD PLATED STEEL     |     29 |          411 |
| Brand#54   | STANDARD POLISHED BRASS   |     32 |          411 |
| Brand#55   | ECONOMY POLISHED NICKEL   |     29 |          411 |
| Brand#55   | LARGE BURNISHED COPPER    |     32 |          411 |
| Brand#55   | PROMO PLATED NICKEL       |     33 |          411 |
| Brand#55   | PROMO PLATED STEEL        |     18 |          411 |
| Brand#55   | SMALL ANODIZED TIN        |     18 |          411 |
| Brand#55   | SMALL PLATED NICKEL       |     46 |          411 |
| Brand#55   | SMALL POLISHED STEEL      |     18 |          411 |
| Brand#13   | STANDARD PLATED BRASS     |      9 |          410 |
| Brand#14   | ECONOMY BURNISHED BRASS   |     32 |          410 |
| Brand#14   | LARGE BRUSHED COPPER      |     18 |          410 |
| Brand#14   | MEDIUM ANODIZED BRASS     |     29 |          410 |
| Brand#14   | PROMO ANODIZED TIN        |     18 |          410 |
| Brand#14   | SMALL BURNISHED STEEL     |     18 |          410 |
| Brand#15   | LARGE BURNISHED NICKEL    |     29 |          410 |
| Brand#21   | PROMO ANODIZED STEEL      |     29 |          410 |
| Brand#21   | STANDARD ANODIZED BRASS   |     32 |          410 |
| Brand#22   | PROMO ANODIZED COPPER     |     29 |          410 |
| Brand#24   | PROMO PLATED STEEL        |     43 |          410 |
| Brand#24   | SMALL PLATED STEEL        |     33 |          410 |
| Brand#25   | MEDIUM PLATED NICKEL      |     29 |          410 |
| Brand#32   | LARGE BRUSHED COPPER      |     48 |          410 |
| Brand#34   | PROMO BURNISHED NICKEL    |     46 |          410 |
| Brand#34   | SMALL POLISHED NICKEL     |     48 |          410 |
| Brand#35   | PROMO PLATED COPPER       |     48 |          410 |
| Brand#41   | SMALL PLATED STEEL        |     18 |          410 |
| Brand#42   | ECONOMY BRUSHED TIN       |     29 |          410 |
| Brand#43   | LARGE PLATED STEEL        |      9 |          410 |
| Brand#43   | SMALL BRUSHED TIN         |      9 |          410 |
| Brand#43   | SMALL BRUSHED TIN         |     43 |          410 |
| Brand#45   | SMALL BURNISHED TIN       |     33 |          410 |
| Brand#51   | LARGE PLATED COPPER       |     33 |          410 |
| Brand#51   | SMALL BURNISHED STEEL     |     18 |          410 |
| Brand#52   | ECONOMY ANODIZED COPPER   |     48 |          410 |
| Brand#52   | MEDIUM POLISHED STEEL     |     48 |          410 |
| Brand#53   | STANDARD POLISHED STEEL   |     32 |          410 |
| Brand#54   | ECONOMY ANODIZED COPPER   |     33 |          410 |
| Brand#54   | LARGE BURNISHED BRASS     |     48 |          410 |
| Brand#54   | PROMO BURNISHED BRASS     |     46 |          410 |
| Brand#54   | SMALL POLISHED NICKEL     |     33 |          410 |
| Brand#55   | SMALL ANODIZED COPPER     |     32 |          410 |
| Brand#35   | ECONOMY BRUSHED NICKEL    |     46 |          409 |
| Brand#35   | PROMO ANODIZED NICKEL     |     18 |          409 |
| Brand#44   | LARGE BRUSHED NICKEL      |     43 |          409 |
| Brand#45   | PROMO PLATED COPPER       |     29 |          409 |
| Brand#11   | ECONOMY ANODIZED COPPER   |     32 |          408 |
| Brand#11   | ECONOMY ANODIZED NICKEL   |     32 |          408 |
| Brand#11   | ECONOMY BURNISHED COPPER  |     18 |          408 |
| Brand#11   | ECONOMY PLATED BRASS      |      9 |          408 |
| Brand#11   | ECONOMY PLATED NICKEL     |     33 |          408 |
| Brand#11   | ECONOMY PLATED TIN        |     18 |          408 |
| Brand#11   | ECONOMY POLISHED NICKEL   |     18 |          408 |
| Brand#11   | ECONOMY POLISHED NICKEL   |     29 |          408 |
| Brand#11   | ECONOMY POLISHED NICKEL   |     48 |          408 |
| Brand#11   | LARGE ANODIZED BRASS      |     18 |          408 |
| Brand#11   | LARGE ANODIZED COPPER     |     33 |          408 |
| Brand#11   | LARGE ANODIZED NICKEL     |     43 |          408 |
| Brand#11   | LARGE ANODIZED TIN        |     32 |          408 |
| Brand#11   | LARGE BURNISHED NICKEL    |     18 |          408 |
| Brand#11   | LARGE PLATED COPPER       |     32 |          408 |
| Brand#11   | LARGE PLATED COPPER       |     43 |          408 |
| Brand#11   | MEDIUM ANODIZED COPPER    |     43 |          408 |
| Brand#11   | MEDIUM BRUSHED NICKEL     |     29 |          408 |
| Brand#11   | MEDIUM BURNISHED STEEL    |     32 |          408 |
| Brand#11   | MEDIUM POLISHED NICKEL    |     43 |          408 |
| Brand#11   | PROMO BURNISHED BRASS     |     46 |          408 |
| Brand#11   | PROMO POLISHED NICKEL     |     33 |          408 |
| Brand#11   | PROMO POLISHED TIN        |     43 |          408 |
| Brand#11   | SMALL ANODIZED TIN        |     48 |          408 |
| Brand#11   | SMALL BRUSHED BRASS       |     43 |          408 |
| Brand#11   | SMALL BURNISHED NICKEL    |     29 |          408 |
| Brand#11   | SMALL BURNISHED STEEL     |     18 |          408 |
| Brand#11   | SMALL PLATED COPPER       |     29 |          408 |
| Brand#11   | SMALL PLATED TIN          |     48 |          408 |
| Brand#11   | SMALL POLISHED COPPER     |     46 |          408 |
| Brand#11   | STANDARD ANODIZED TIN     |     33 |          408 |
| Brand#11   | STANDARD BRUSHED NICKEL   |     43 |          408 |
| Brand#11   | STANDARD BRUSHED NICKEL   |     48 |          408 |
| Brand#11   | STANDARD BURNISHED BRASS  |     48 |          408 |
| Brand#11   | STANDARD PLATED BRASS     |     48 |          408 |
| Brand#11   | STANDARD PLATED STEEL     |     48 |          408 |
| Brand#11   | STANDARD POLISHED BRASS   |     18 |          408 |
| Brand#11   | STANDARD POLISHED BRASS   |     33 |          408 |
| Brand#11   | STANDARD POLISHED NICKEL  |     32 |          408 |
| Brand#11   | STANDARD POLISHED STEEL   |     18 |          408 |
| Brand#12   | ECONOMY BURNISHED BRASS   |     29 |          408 |
| Brand#12   | ECONOMY BURNISHED NICKEL  |     32 |          408 |
| Brand#12   | ECONOMY POLISHED COPPER   |     48 |          408 |
| Brand#12   | ECONOMY POLISHED NICKEL   |     48 |          408 |
| Brand#12   | ECONOMY POLISHED STEEL    |     43 |          408 |
| Brand#12   | LARGE BRUSHED BRASS       |     46 |          408 |
| Brand#12   | LARGE BRUSHED COPPER      |     46 |          408 |
| Brand#12   | LARGE BURNISHED NICKEL    |     48 |          408 |
| Brand#12   | LARGE PLATED TIN          |      9 |          408 |
| Brand#12   | MEDIUM PLATED NICKEL      |     18 |          408 |
| Brand#12   | MEDIUM POLISHED COPPER    |     29 |          408 |
| Brand#12   | PROMO BURNISHED NICKEL    |     48 |          408 |
| Brand#12   | PROMO BURNISHED TIN       |     29 |          408 |
| Brand#12   | PROMO PLATED NICKEL       |     33 |          408 |
| Brand#12   | PROMO PLATED STEEL        |     18 |          408 |
| Brand#12   | PROMO POLISHED COPPER     |     48 |          408 |
| Brand#12   | SMALL ANODIZED BRASS      |     32 |          408 |
| Brand#12   | SMALL ANODIZED TIN        |     46 |          408 |
| Brand#12   | SMALL BRUSHED BRASS       |     32 |          408 |
| Brand#12   | SMALL BRUSHED STEEL       |     18 |          408 |
| Brand#12   | SMALL BURNISHED BRASS     |     18 |          408 |
| Brand#12   | SMALL BURNISHED NICKEL    |     48 |          408 |
| Brand#12   | SMALL POLISHED BRASS      |     18 |          408 |
| Brand#12   | SMALL POLISHED COPPER     |      9 |          408 |
| Brand#12   | STANDARD ANODIZED COPPER  |     43 |          408 |
| Brand#12   | STANDARD POLISHED BRASS   |      9 |          408 |
| Brand#12   | STANDARD POLISHED BRASS   |     29 |          408 |
| Brand#13   | ECONOMY BRUSHED NICKEL    |     33 |          408 |
| Brand#13   | ECONOMY BRUSHED STEEL     |     29 |          408 |
| Brand#13   | ECONOMY BRUSHED TIN       |     48 |          408 |
| Brand#13   | ECONOMY PLATED COPPER     |     18 |          408 |
| Brand#13   | LARGE ANODIZED TIN        |     33 |          408 |
| Brand#13   | LARGE BRUSHED COPPER      |      9 |          408 |
| Brand#13   | LARGE BRUSHED STEEL       |      9 |          408 |
| Brand#13   | LARGE BRUSHED TIN         |      9 |          408 |
| Brand#13   | LARGE BURNISHED COPPER    |     29 |          408 |
| Brand#13   | LARGE PLATED COPPER       |     32 |          408 |
| Brand#13   | MEDIUM BRUSHED BRASS      |     29 |          408 |
| Brand#13   | MEDIUM BRUSHED BRASS      |     46 |          408 |
| Brand#13   | MEDIUM BRUSHED COPPER     |     29 |          408 |
| Brand#13   | MEDIUM BRUSHED COPPER     |     46 |          408 |
| Brand#13   | MEDIUM BURNISHED COPPER   |     48 |          408 |
| Brand#13   | PROMO BURNISHED BRASS     |     46 |          408 |
| Brand#13   | PROMO BURNISHED TIN       |     46 |          408 |
| Brand#13   | PROMO PLATED TIN          |     29 |          408 |
| Brand#13   | PROMO POLISHED BRASS      |     29 |          408 |
| Brand#13   | PROMO POLISHED BRASS      |     33 |          408 |
| Brand#13   | PROMO POLISHED NICKEL     |     32 |          408 |
| Brand#13   | SMALL ANODIZED NICKEL     |     18 |          408 |
| Brand#13   | SMALL BRUSHED NICKEL      |     18 |          408 |
| Brand#13   | SMALL BRUSHED NICKEL      |     46 |          408 |
| Brand#13   | SMALL BURNISHED TIN       |     48 |          408 |
| Brand#13   | SMALL PLATED TIN          |     32 |          408 |
| Brand#13   | SMALL POLISHED STEEL      |     18 |          408 |
| Brand#13   | STANDARD ANODIZED TIN     |     48 |          408 |
| Brand#13   | STANDARD PLATED BRASS     |     18 |          408 |
| Brand#13   | STANDARD PLATED TIN       |     29 |          408 |
| Brand#14   | ECONOMY ANODIZED BRASS    |     46 |          408 |
| Brand#14   | ECONOMY BRUSHED NICKEL    |     18 |          408 |
| Brand#14   | ECONOMY BRUSHED NICKEL    |     43 |          408 |
| Brand#14   | ECONOMY BURNISHED TIN     |     33 |          408 |
| Brand#14   | ECONOMY PLATED TIN        |     33 |          408 |
| Brand#14   | ECONOMY POLISHED NICKEL   |     48 |          408 |
| Brand#14   | ECONOMY POLISHED STEEL    |     46 |          408 |
| Brand#14   | LARGE BRUSHED COPPER      |     32 |          408 |
| Brand#14   | LARGE BRUSHED TIN         |     48 |          408 |
| Brand#14   | LARGE BURNISHED BRASS     |     18 |          408 |
| Brand#14   | LARGE BURNISHED BRASS     |     33 |          408 |
| Brand#14   | LARGE BURNISHED TIN       |     29 |          408 |
| Brand#14   | LARGE BURNISHED TIN       |     33 |          408 |
| Brand#14   | LARGE PLATED STEEL        |     43 |          408 |
| Brand#14   | MEDIUM BRUSHED COPPER     |     18 |          408 |
| Brand#14   | PROMO ANODIZED NICKEL     |     18 |          408 |
| Brand#14   | PROMO BURNISHED BRASS     |     46 |          408 |
| Brand#14   | PROMO BURNISHED COPPER    |     18 |          408 |
| Brand#14   | SMALL ANODIZED COPPER     |     43 |          408 |
| Brand#14   | SMALL BRUSHED COPPER      |      9 |          408 |
| Brand#14   | SMALL BURNISHED COPPER    |      9 |          408 |
| Brand#14   | STANDARD ANODIZED NICKEL  |      9 |          408 |
| Brand#14   | STANDARD ANODIZED NICKEL  |     32 |          408 |
| Brand#14   | STANDARD BURNISHED STEEL  |     32 |          408 |
| Brand#14   | STANDARD BURNISHED STEEL  |     33 |          408 |
| Brand#14   | STANDARD PLATED COPPER    |     33 |          408 |
| Brand#14   | STANDARD PLATED STEEL     |     18 |          408 |
| Brand#14   | STANDARD PLATED TIN       |     29 |          408 |
| Brand#14   | STANDARD POLISHED BRASS   |     18 |          408 |
| Brand#14   | STANDARD POLISHED STEEL   |     18 |          408 |
| Brand#15   | ECONOMY ANODIZED TIN      |     32 |          408 |
| Brand#15   | ECONOMY POLISHED STEEL    |     18 |          408 |
| Brand#15   | ECONOMY POLISHED TIN      |     18 |          408 |
| Brand#15   | LARGE BRUSHED STEEL       |      9 |          408 |
| Brand#15   | MEDIUM ANODIZED COPPER    |     48 |          408 |
| Brand#15   | MEDIUM BURNISHED TIN      |     43 |          408 |
| Brand#15   | MEDIUM PLATED TIN         |     48 |          408 |
| Brand#15   | MEDIUM POLISHED NICKEL    |     33 |          408 |
| Brand#15   | PROMO ANODIZED COPPER     |     32 |          408 |
| Brand#15   | PROMO ANODIZED NICKEL     |     46 |          408 |
| Brand#15   | PROMO ANODIZED TIN        |     33 |          408 |
| Brand#15   | PROMO BRUSHED NICKEL      |     33 |          408 |
| Brand#15   | PROMO BURNISHED BRASS     |     18 |          408 |
| Brand#15   | PROMO BURNISHED BRASS     |     29 |          408 |
| Brand#15   | PROMO POLISHED STEEL      |     46 |          408 |
| Brand#15   | SMALL ANODIZED NICKEL     |     43 |          408 |
| Brand#15   | SMALL BRUSHED NICKEL      |     43 |          408 |
| Brand#15   | SMALL BRUSHED STEEL       |     33 |          408 |
| Brand#15   | SMALL BURNISHED BRASS     |     48 |          408 |
| Brand#15   | SMALL BURNISHED NICKEL    |     32 |          408 |
| Brand#15   | STANDARD ANODIZED TIN     |     48 |          408 |
| Brand#15   | STANDARD BURNISHED BRASS  |     48 |          408 |
| Brand#15   | STANDARD BURNISHED COPPER |     43 |          408 |
| Brand#15   | STANDARD PLATED BRASS     |     32 |          408 |
| Brand#15   | STANDARD PLATED NICKEL    |      9 |          408 |
| Brand#15   | STANDARD POLISHED TIN     |     48 |          408 |
| Brand#21   | ECONOMY ANODIZED STEEL    |     33 |          408 |
| Brand#21   | ECONOMY BURNISHED BRASS   |     46 |          408 |
| Brand#21   | ECONOMY PLATED COPPER     |     48 |          408 |
| Brand#21   | LARGE ANODIZED STEEL      |      9 |          408 |
| Brand#21   | LARGE BRUSHED NICKEL      |     48 |          408 |
| Brand#21   | LARGE BURNISHED BRASS     |     18 |          408 |
| Brand#21   | LARGE BURNISHED STEEL     |     18 |          408 |
| Brand#21   | LARGE PLATED NICKEL       |     43 |          408 |
| Brand#21   | MEDIUM BRUSHED TIN        |     46 |          408 |
| Brand#21   | MEDIUM BURNISHED NICKEL   |     29 |          408 |
| Brand#21   | MEDIUM PLATED STEEL       |     29 |          408 |
| Brand#21   | MEDIUM POLISHED BRASS     |     46 |          408 |
| Brand#21   | MEDIUM POLISHED STEEL     |     18 |          408 |
| Brand#21   | PROMO ANODIZED NICKEL     |     32 |          408 |
| Brand#21   | PROMO ANODIZED NICKEL     |     43 |          408 |
| Brand#21   | PROMO BRUSHED COPPER      |      9 |          408 |
| Brand#21   | PROMO POLISHED COPPER     |     32 |          408 |
| Brand#21   | SMALL BURNISHED COPPER    |     46 |          408 |
| Brand#21   | SMALL PLATED NICKEL       |     46 |          408 |
| Brand#21   | STANDARD ANODIZED NICKEL  |     43 |          408 |
| Brand#21   | STANDARD BRUSHED NICKEL   |     43 |          408 |
| Brand#21   | STANDARD BRUSHED STEEL    |     33 |          408 |
| Brand#21   | STANDARD BURNISHED BRASS  |     18 |          408 |
| Brand#21   | STANDARD BURNISHED TIN    |     18 |          408 |
| Brand#21   | STANDARD PLATED BRASS     |     29 |          408 |
| Brand#22   | ECONOMY ANODIZED BRASS    |     32 |          408 |
| Brand#22   | ECONOMY POLISHED STEEL    |     18 |          408 |
| Brand#22   | ECONOMY POLISHED STEEL    |     32 |          408 |
| Brand#22   | ECONOMY POLISHED STEEL    |     48 |          408 |
| Brand#22   | LARGE ANODIZED BRASS      |     46 |          408 |
| Brand#22   | LARGE PLATED STEEL        |     33 |          408 |
| Brand#22   | MEDIUM ANODIZED COPPER    |     32 |          408 |
| Brand#22   | MEDIUM BRUSHED COPPER     |     43 |          408 |
| Brand#22   | MEDIUM PLATED BRASS       |      9 |          408 |
| Brand#22   | MEDIUM POLISHED STEEL     |     46 |          408 |
| Brand#22   | PROMO BURNISHED STEEL     |     18 |          408 |
| Brand#22   | PROMO PLATED TIN          |     46 |          408 |
| Brand#22   | PROMO POLISHED STEEL      |     48 |          408 |
| Brand#22   | SMALL ANODIZED BRASS      |     46 |          408 |
| Brand#22   | SMALL BRUSHED COPPER      |     29 |          408 |
| Brand#22   | SMALL BRUSHED NICKEL      |      9 |          408 |
| Brand#22   | SMALL BURNISHED BRASS     |     32 |          408 |
| Brand#22   | SMALL PLATED COPPER       |     48 |          408 |
| Brand#22   | SMALL PLATED TIN          |     48 |          408 |
| Brand#22   | SMALL POLISHED TIN        |     43 |          408 |
| Brand#22   | STANDARD ANODIZED COPPER  |     46 |          408 |
| Brand#22   | STANDARD ANODIZED NICKEL  |     29 |          408 |
| Brand#22   | STANDARD ANODIZED STEEL   |     29 |          408 |
| Brand#22   | STANDARD ANODIZED STEEL   |     48 |          408 |
| Brand#22   | STANDARD BURNISHED BRASS  |     48 |          408 |
| Brand#22   | STANDARD BURNISHED STEEL  |     32 |          408 |
| Brand#22   | STANDARD BURNISHED STEEL  |     33 |          408 |
| Brand#22   | STANDARD POLISHED STEEL   |     48 |          408 |
| Brand#23   | ECONOMY BRUSHED STEEL     |     32 |          408 |
| Brand#23   | ECONOMY BRUSHED TIN       |      9 |          408 |
| Brand#23   | ECONOMY PLATED COPPER     |     32 |          408 |
| Brand#23   | ECONOMY PLATED STEEL      |      9 |          408 |
| Brand#23   | LARGE ANODIZED COPPER     |     18 |          408 |
| Brand#23   | LARGE BRUSHED COPPER      |     18 |          408 |
| Brand#23   | LARGE BRUSHED NICKEL      |     29 |          408 |
| Brand#23   | LARGE BURNISHED COPPER    |     43 |          408 |
| Brand#23   | LARGE PLATED COPPER       |      9 |          408 |
| Brand#23   | LARGE PLATED COPPER       |     18 |          408 |
| Brand#23   | MEDIUM ANODIZED COPPER    |     46 |          408 |
| Brand#23   | MEDIUM ANODIZED TIN       |      9 |          408 |
| Brand#23   | MEDIUM BRUSHED COPPER     |     43 |          408 |
| Brand#23   | PROMO BRUSHED COPPER      |     18 |          408 |
| Brand#23   | SMALL BURNISHED COPPER    |      9 |          408 |
| Brand#23   | SMALL POLISHED TIN        |     43 |          408 |
| Brand#23   | STANDARD BRUSHED TIN      |     46 |          408 |
| Brand#23   | STANDARD BURNISHED BRASS  |      9 |          408 |
| Brand#23   | STANDARD BURNISHED NICKEL |     33 |          408 |
| Brand#23   | STANDARD PLATED COPPER    |     32 |          408 |
| Brand#23   | STANDARD POLISHED BRASS   |      9 |          408 |
| Brand#23   | STANDARD POLISHED COPPER  |      9 |          408 |
| Brand#24   | ECONOMY ANODIZED BRASS    |      9 |          408 |
| Brand#24   | ECONOMY ANODIZED TIN      |     48 |          408 |
| Brand#24   | ECONOMY BRUSHED STEEL     |     46 |          408 |
| Brand#24   | ECONOMY PLATED NICKEL     |     32 |          408 |
| Brand#24   | ECONOMY POLISHED COPPER   |      9 |          408 |
| Brand#24   | ECONOMY POLISHED NICKEL   |     18 |          408 |
| Brand#24   | LARGE BRUSHED NICKEL      |     32 |          408 |
| Brand#24   | LARGE BRUSHED NICKEL      |     43 |          408 |
| Brand#24   | LARGE BRUSHED STEEL       |     32 |          408 |
| Brand#24   | LARGE BRUSHED TIN         |     33 |          408 |
| Brand#24   | LARGE BURNISHED COPPER    |      9 |          408 |
| Brand#24   | MEDIUM ANODIZED BRASS     |      9 |          408 |
| Brand#24   | MEDIUM ANODIZED BRASS     |     32 |          408 |
| Brand#24   | MEDIUM BRUSHED STEEL      |     33 |          408 |
| Brand#24   | MEDIUM BRUSHED TIN        |     29 |          408 |
| Brand#24   | MEDIUM PLATED BRASS       |     43 |          408 |
| Brand#24   | MEDIUM PLATED COPPER      |     43 |          408 |
| Brand#24   | MEDIUM PLATED TIN         |     48 |          408 |
| Brand#24   | MEDIUM POLISHED STEEL     |     29 |          408 |
| Brand#24   | MEDIUM POLISHED TIN       |     18 |          408 |
| Brand#24   | MEDIUM POLISHED TIN       |     48 |          408 |
| Brand#24   | PROMO ANODIZED BRASS      |     48 |          408 |
| Brand#24   | PROMO BRUSHED NICKEL      |     46 |          408 |
| Brand#24   | PROMO BURNISHED BRASS     |     46 |          408 |
| Brand#24   | SMALL BRUSHED BRASS       |     46 |          408 |
| Brand#24   | SMALL BRUSHED STEEL       |     29 |          408 |
| Brand#24   | SMALL BURNISHED COPPER    |     46 |          408 |
| Brand#24   | SMALL BURNISHED TIN       |      9 |          408 |
| Brand#24   | SMALL PLATED BRASS        |     18 |          408 |
| Brand#24   | SMALL PLATED STEEL        |     46 |          408 |
| Brand#24   | STANDARD ANODIZED BRASS   |     43 |          408 |
| Brand#24   | STANDARD BRUSHED TIN      |     33 |          408 |
| Brand#24   | STANDARD PLATED TIN       |     43 |          408 |
| Brand#24   | STANDARD POLISHED NICKEL  |     33 |          408 |
| Brand#25   | ECONOMY ANODIZED NICKEL   |     29 |          408 |
| Brand#25   | ECONOMY BURNISHED BRASS   |     48 |          408 |
| Brand#25   | ECONOMY BURNISHED STEEL   |     29 |          408 |
| Brand#25   | ECONOMY BURNISHED TIN     |     32 |          408 |
| Brand#25   | ECONOMY PLATED COPPER     |     32 |          408 |
| Brand#25   | ECONOMY POLISHED STEEL    |     33 |          408 |
| Brand#25   | LARGE BURNISHED NICKEL    |     43 |          408 |
| Brand#25   | MEDIUM BRUSHED BRASS      |      9 |          408 |
| Brand#25   | MEDIUM BURNISHED BRASS    |     46 |          408 |
| Brand#25   | MEDIUM BURNISHED NICKEL   |     29 |          408 |
| Brand#25   | MEDIUM BURNISHED TIN      |      9 |          408 |
| Brand#25   | MEDIUM PLATED NICKEL      |     32 |          408 |
| Brand#25   | PROMO ANODIZED COPPER     |     46 |          408 |
| Brand#25   | PROMO ANODIZED STEEL      |      9 |          408 |
| Brand#25   | PROMO ANODIZED TIN        |      9 |          408 |
| Brand#25   | PROMO BRUSHED STEEL       |     48 |          408 |
| Brand#25   | PROMO BRUSHED TIN         |     18 |          408 |
| Brand#25   | PROMO PLATED STEEL        |     43 |          408 |
| Brand#25   | PROMO POLISHED COPPER     |     33 |          408 |
| Brand#25   | PROMO POLISHED NICKEL     |     32 |          408 |
| Brand#25   | SMALL ANODIZED COPPER     |     48 |          408 |
| Brand#25   | SMALL ANODIZED STEEL      |     29 |          408 |
| Brand#25   | SMALL BURNISHED COPPER    |      9 |          408 |
| Brand#25   | SMALL POLISHED BRASS      |     48 |          408 |
| Brand#25   | SMALL POLISHED NICKEL     |     33 |          408 |
| Brand#25   | STANDARD BRUSHED BRASS    |     46 |          408 |
| Brand#25   | STANDARD BURNISHED COPPER |     29 |          408 |
| Brand#25   | STANDARD BURNISHED COPPER |     46 |          408 |
| Brand#25   | STANDARD BURNISHED NICKEL |     46 |          408 |
| Brand#25   | STANDARD BURNISHED TIN    |     32 |          408 |
| Brand#25   | STANDARD BURNISHED TIN    |     43 |          408 |
| Brand#25   | STANDARD PLATED NICKEL    |     46 |          408 |
| Brand#25   | STANDARD POLISHED TIN     |      9 |          408 |
| Brand#32   | ECONOMY ANODIZED NICKEL   |     18 |          408 |
| Brand#32   | ECONOMY ANODIZED NICKEL   |     48 |          408 |
| Brand#32   | ECONOMY BRUSHED COPPER    |      9 |          408 |
| Brand#32   | ECONOMY BRUSHED STEEL     |     29 |          408 |
| Brand#32   | ECONOMY BURNISHED STEEL   |     46 |          408 |
| Brand#32   | ECONOMY PLATED BRASS      |     18 |          408 |
| Brand#32   | ECONOMY PLATED STEEL      |      9 |          408 |
| Brand#32   | LARGE ANODIZED STEEL      |      9 |          408 |
| Brand#32   | LARGE ANODIZED TIN        |     32 |          408 |
| Brand#32   | LARGE BRUSHED NICKEL      |     43 |          408 |
| Brand#32   | LARGE PLATED NICKEL       |     46 |          408 |
| Brand#32   | LARGE PLATED STEEL        |     48 |          408 |
| Brand#32   | LARGE PLATED TIN          |     46 |          408 |
| Brand#32   | MEDIUM ANODIZED BRASS     |      9 |          408 |
| Brand#32   | MEDIUM PLATED COPPER      |     32 |          408 |
| Brand#32   | PROMO BRUSHED BRASS       |     48 |          408 |
| Brand#32   | PROMO POLISHED TIN        |     32 |          408 |
| Brand#32   | SMALL ANODIZED BRASS      |     43 |          408 |
| Brand#32   | SMALL ANODIZED NICKEL     |     33 |          408 |
| Brand#32   | SMALL BRUSHED NICKEL      |     29 |          408 |
| Brand#32   | SMALL BURNISHED NICKEL    |      9 |          408 |
| Brand#32   | SMALL BURNISHED TIN       |     32 |          408 |
| Brand#32   | SMALL POLISHED NICKEL     |      9 |          408 |
| Brand#32   | SMALL POLISHED TIN        |     43 |          408 |
| Brand#32   | STANDARD BRUSHED NICKEL   |     32 |          408 |
| Brand#32   | STANDARD BRUSHED NICKEL   |     43 |          408 |
| Brand#32   | STANDARD BURNISHED BRASS  |      9 |          408 |
| Brand#32   | STANDARD BURNISHED STEEL  |     29 |          408 |
| Brand#32   | STANDARD BURNISHED STEEL  |     32 |          408 |
| Brand#33   | ECONOMY ANODIZED BRASS    |     48 |          408 |
| Brand#33   | ECONOMY ANODIZED NICKEL   |     18 |          408 |
| Brand#33   | ECONOMY BRUSHED BRASS     |     32 |          408 |
| Brand#33   | ECONOMY PLATED COPPER     |     46 |          408 |
| Brand#33   | LARGE ANODIZED BRASS      |     48 |          408 |
| Brand#33   | LARGE BRUSHED NICKEL      |     32 |          408 |
| Brand#33   | LARGE BURNISHED COPPER    |     43 |          408 |
| Brand#33   | MEDIUM ANODIZED STEEL     |     48 |          408 |
| Brand#33   | MEDIUM BRUSHED STEEL      |     43 |          408 |
| Brand#33   | MEDIUM BRUSHED STEEL      |     46 |          408 |
| Brand#33   | MEDIUM BURNISHED COPPER   |     33 |          408 |
| Brand#33   | MEDIUM BURNISHED STEEL    |     33 |          408 |
| Brand#33   | MEDIUM BURNISHED STEEL    |     46 |          408 |
| Brand#33   | MEDIUM PLATED COPPER      |     33 |          408 |
| Brand#33   | PROMO ANODIZED BRASS      |     46 |          408 |
| Brand#33   | PROMO ANODIZED NICKEL     |     33 |          408 |
| Brand#33   | PROMO BRUSHED STEEL       |      9 |          408 |
| Brand#33   | PROMO BURNISHED BRASS     |     32 |          408 |
| Brand#33   | PROMO PLATED BRASS        |     33 |          408 |
| Brand#33   | PROMO POLISHED BRASS      |     18 |          408 |
| Brand#33   | PROMO POLISHED BRASS      |     43 |          408 |
| Brand#33   | PROMO POLISHED STEEL      |     29 |          408 |
| Brand#33   | SMALL ANODIZED TIN        |     48 |          408 |
| Brand#33   | SMALL BURNISHED COPPER    |      9 |          408 |
| Brand#33   | SMALL BURNISHED STEEL     |     32 |          408 |
| Brand#33   | SMALL PLATED STEEL        |     46 |          408 |
| Brand#33   | SMALL POLISHED BRASS      |     29 |          408 |
| Brand#33   | SMALL POLISHED COPPER     |     32 |          408 |
| Brand#33   | SMALL POLISHED COPPER     |     46 |          408 |
| Brand#33   | SMALL POLISHED TIN        |     43 |          408 |
| Brand#33   | STANDARD ANODIZED STEEL   |      9 |          408 |
| Brand#33   | STANDARD BRUSHED COPPER   |     46 |          408 |
| Brand#33   | STANDARD BURNISHED COPPER |     33 |          408 |
| Brand#33   | STANDARD PLATED BRASS     |     32 |          408 |
| Brand#33   | STANDARD PLATED STEEL     |     32 |          408 |
| Brand#34   | ECONOMY ANODIZED STEEL    |      9 |          408 |
| Brand#34   | ECONOMY BRUSHED STEEL     |     29 |          408 |
| Brand#34   | ECONOMY BURNISHED TIN     |     46 |          408 |
